Unnamed: 0,b_w,b_b,monthly_cuml,months,seed,alpha,shift,D
6,0.07,0.03,64.0,6,b08e06598d57,0.1,3,0.8
7,0.07,0.03,145.0,7,b08e06598d57,0.1,3,0.8
8,0.07,0.03,264.0,8,b08e06598d57,0.1,3,0.8
9,0.07,0.03,510.0,9,b08e06598d57,0.1,3,0.8
10,0.07,0.03,726.0,10,b08e06598d57,0.1,3,0.8
11,0.07,0.03,869.0,11,b08e06598d57,0.1,3,0.8
12,0.07,0.03,1039.0,12,b08e06598d57,0.1,3,0.8
13,0.07,0.03,1188.0,13,b08e06598d57,0.1,3,0.8
0,0.07,0.03,6.0,0,947d856b880b,0.1,3,0.8
1,0.07,0.03,22.0,1,947d856b880b,0.1,3,0.8
2,0.07,0.03,56.0,2,947d856b880b,0.1,3,0.8
3,0.07,0.03,192.0,3,947d856b880b,0.1,3,0.8
4,0.07,0.03,367.0,4,947d856b880b,0.1,3,0.8
5,0.07,0.03,595.0,5,947d856b880b,0.1,3,0.8
6,0.07,0.03,796.0,6,947d856b880b,0.1,3,0.8
7,0.07,0.03,906.0,7,947d856b880b,0.1,3,0.8
8,0.07,0.03,973.0,8,947d856b880b,0.1,3,0.8
9,0.07,0.03,1124.0,9,947d856b880b,0.1,3,0.8
10,0.07,0.03,1196.0,10,947d856b880b,0.1,3,0.8
11,0.07,0.03,1230.0,11,947d856b880b,0.1,3,0.8
12,0.07,0.03,1323.0,12,947d856b880b,0.1,3,0.8
13,0.07,0.03,1404.0,13,947d856b880b,0.1,3,0.8
0,0.07,0.03,1.0,0,0d835ef99b2f,0.1,3,0.8
1,0.07,0.03,2.0,1,0d835ef99b2f,0.1,3,0.8
2,0.07,0.03,2.0,2,0d835ef99b2f,0.1,3,0.8
3,0.07,0.03,2.0,3,0d835ef99b2f,0.1,3,0.8
4,0.07,0.03,3.0,4,0d835ef99b2f,0.1,3,0.8
5,0.07,0.03,3.0,5,0d835ef99b2f,0.1,3,0.8
6,0.07,0.03,3.0,6,0d835ef99b2f,0.1,3,0.8
7,0.07,0.03,3.0,7,0d835ef99b2f,0.1,3,0.8
8,0.07,0.03,3.0,8,0d835ef99b2f,0.1,3,0.8
9,0.07,0.03,3.0,9,0d835ef99b2f,0.1,3,0.8
10,0.07,0.03,3.0,10,0d835ef99b2f,0.1,3,0.8
11,0.07,0.03,3.0,11,0d835ef99b2f,0.1,3,0.8
12,0.07,0.03,3.0,12,0d835ef99b2f,0.1,3,0.8
13,0.07,0.03,4.0,13,0d835ef99b2f,0.1,3,0.8
0,0.07,0.03,2.0,0,3783473fcce8,0.1,3,0.8
1,0.07,0.03,4.0,1,3783473fcce8,0.1,3,0.8
2,0.07,0.03,7.0,2,3783473fcce8,0.1,3,0.8
3,0.07,0.03,28.0,3,3783473fcce8,0.1,3,0.8
4,0.07,0.03,78.0,4,3783473fcce8,0.1,3,0.8
5,0.07,0.03,200.0,5,3783473fcce8,0.1,3,0.8
6,0.07,0.03,390.0,6,3783473fcce8,0.1,3,0.8
7,0.07,0.03,538.0,7,3783473fcce8,0.1,3,0.8
8,0.07,0.03,654.0,8,3783473fcce8,0.1,3,0.8
9,0.07,0.03,864.0,9,3783473fcce8,0.1,3,0.8
10,0.07,0.03,983.0,10,3783473fcce8,0.1,3,0.8
11,0.07,0.03,1053.0,11,3783473fcce8,0.1,3,0.8
12,0.07,0.03,1191.0,12,3783473fcce8,0.1,3,0.8
13,0.07,0.03,1302.0,13,3783473fcce8,0.1,3,0.8
0,0.07,0.03,1.0,0,c96094ff9f6c,0.1,3,0.8
1,0.07,0.03,2.0,1,c96094ff9f6c,0.1,3,0.8
2,0.07,0.03,2.0,2,c96094ff9f6c,0.1,3,0.8
3,0.07,0.03,3.0,3,c96094ff9f6c,0.1,3,0.8
4,0.07,0.03,8.0,4,c96094ff9f6c,0.1,3,0.8
5,0.07,0.03,13.0,5,c96094ff9f6c,0.1,3,0.8
6,0.07,0.03,45.0,6,c96094ff9f6c,0.1,3,0.8
7,0.07,0.03,96.0,7,c96094ff9f6c,0.1,3,0.8
8,0.07,0.03,170.0,8,c96094ff9f6c,0.1,3,0.8
9,0.07,0.03,397.0,9,c96094ff9f6c,0.1,3,0.8
10,0.07,0.03,589.0,10,c96094ff9f6c,0.1,3,0.8
11,0.07,0.03,743.0,11,c96094ff9f6c,0.1,3,0.8
12,0.07,0.03,925.0,12,c96094ff9f6c,0.1,3,0.8
13,0.07,0.03,1104.0,13,c96094ff9f6c,0.1,3,0.8
0,0.07,0.03,1.0,0,f130ad7e4ab8,0.1,3,0.8
1,0.07,0.03,13.0,1,f130ad7e4ab8,0.1,3,0.8
2,0.07,0.03,31.0,2,f130ad7e4ab8,0.1,3,0.8
3,0.07,0.03,60.0,3,f130ad7e4ab8,0.1,3,0.8
4,0.07,0.03,133.0,4,f130ad7e4ab8,0.1,3,0.8
5,0.07,0.03,265.0,5,f130ad7e4ab8,0.1,3,0.8
6,0.07,0.03,477.0,6,f130ad7e4ab8,0.1,3,0.8
7,0.07,0.03,620.0,7,f130ad7e4ab8,0.1,3,0.8
8,0.07,0.03,723.0,8,f130ad7e4ab8,0.1,3,0.8
9,0.07,0.03,903.0,9,f130ad7e4ab8,0.1,3,0.8
10,0.07,0.03,1016.0,10,f130ad7e4ab8,0.1,3,0.8
11,0.07,0.03,1087.0,11,f130ad7e4ab8,0.1,3,0.8
12,0.07,0.03,1222.0,12,f130ad7e4ab8,0.1,3,0.8
13,0.07,0.03,1335.0,13,f130ad7e4ab8,0.1,3,0.8
0,0.07,0.03,3.0,0,8788caa73920,0.1,3,0.8
1,0.07,0.03,15.0,1,8788caa73920,0.1,3,0.8
2,0.07,0.03,42.0,2,8788caa73920,0.1,3,0.8
3,0.07,0.03,118.0,3,8788caa73920,0.1,3,0.8
4,0.07,0.03,293.0,4,8788caa73920,0.1,3,0.8
5,0.07,0.03,506.0,5,8788caa73920,0.1,3,0.8
6,0.07,0.03,720.0,6,8788caa73920,0.1,3,0.8
7,0.07,0.03,857.0,7,8788caa73920,0.1,3,0.8
8,0.07,0.03,923.0,8,8788caa73920,0.1,3,0.8
9,0.07,0.03,1073.0,9,8788caa73920,0.1,3,0.8
10,0.07,0.03,1146.0,10,8788caa73920,0.1,3,0.8
11,0.07,0.03,1182.0,11,8788caa73920,0.1,3,0.8
12,0.07,0.03,1293.0,12,8788caa73920,0.1,3,0.8
13,0.07,0.03,1377.0,13,8788caa73920,0.1,3,0.8
0,0.07,0.03,1.0,0,d3377ab985fd,0.1,3,0.8
1,0.07,0.03,1.0,1,d3377ab985fd,0.1,3,0.8
2,0.07,0.03,2.0,2,d3377ab985fd,0.1,3,0.8
3,0.07,0.03,2.0,3,d3377ab985fd,0.1,3,0.8
4,0.07,0.03,11.0,4,d3377ab985fd,0.1,3,0.8
5,0.07,0.03,35.0,5,d3377ab985fd,0.1,3,0.8
6,0.07,0.03,102.0,6,d3377ab985fd,0.1,3,0.8
7,0.07,0.03,206.0,7,d3377ab985fd,0.1,3,0.8
8,0.07,0.03,367.0,8,d3377ab985fd,0.1,3,0.8
9,0.07,0.03,585.0,9,d3377ab985fd,0.1,3,0.8
10,0.07,0.03,748.0,10,d3377ab985fd,0.1,3,0.8
11,0.07,0.03,863.0,11,d3377ab985fd,0.1,3,0.8
12,0.07,0.03,1046.0,12,d3377ab985fd,0.1,3,0.8
13,0.07,0.03,1199.0,13,d3377ab985fd,0.1,3,0.8
0,0.07,0.03,1.0,0,a0dfb06cea40,0.1,3,0.8
1,0.07,0.03,1.0,1,a0dfb06cea40,0.1,3,0.8
2,0.07,0.03,1.0,2,a0dfb06cea40,0.1,3,0.8
3,0.07,0.03,1.0,3,a0dfb06cea40,0.1,3,0.8
4,0.07,0.03,1.0,4,a0dfb06cea40,0.1,3,0.8
5,0.07,0.03,1.0,5,a0dfb06cea40,0.1,3,0.8
6,0.07,0.03,1.0,6,a0dfb06cea40,0.1,3,0.8
7,0.07,0.03,1.0,7,a0dfb06cea40,0.1,3,0.8
8,0.07,0.03,1.0,8,a0dfb06cea40,0.1,3,0.8
9,0.07,0.03,1.0,9,a0dfb06cea40,0.1,3,0.8
10,0.07,0.03,1.0,10,a0dfb06cea40,0.1,3,0.8
11,0.07,0.03,1.0,11,a0dfb06cea40,0.1,3,0.8
12,0.07,0.03,1.0,12,a0dfb06cea40,0.1,3,0.8
13,0.07,0.03,1.0,13,a0dfb06cea40,0.1,3,0.8
0,0.07,0.03,2.0,0,96dfdb0e696f,0.1,3,0.8
1,0.07,0.03,13.0,1,96dfdb0e696f,0.1,3,0.8
2,0.07,0.03,33.0,2,96dfdb0e696f,0.1,3,0.8
3,0.07,0.03,83.0,3,96dfdb0e696f,0.1,3,0.8
4,0.07,0.03,192.0,4,96dfdb0e696f,0.1,3,0.8
5,0.07,0.03,380.0,5,96dfdb0e696f,0.1,3,0.8
6,0.07,0.03,569.0,6,96dfdb0e696f,0.1,3,0.8
7,0.07,0.03,697.0,7,96dfdb0e696f,0.1,3,0.8
8,0.07,0.03,794.0,8,96dfdb0e696f,0.1,3,0.8
9,0.07,0.03,971.0,9,96dfdb0e696f,0.1,3,0.8
10,0.07,0.03,1060.0,10,96dfdb0e696f,0.1,3,0.8
11,0.07,0.03,1109.0,11,96dfdb0e696f,0.1,3,0.8
12,0.07,0.03,1237.0,12,96dfdb0e696f,0.1,3,0.8
13,0.07,0.03,1337.0,13,96dfdb0e696f,0.1,3,0.8
0,0.07,0.03,9.0,0,9e8a2a741363,0.1,3,0.8
1,0.07,0.03,27.0,1,9e8a2a741363,0.1,3,0.8
2,0.07,0.03,54.0,2,9e8a2a741363,0.1,3,0.8
3,0.07,0.03,153.0,3,9e8a2a741363,0.1,3,0.8
4,0.07,0.03,332.0,4,9e8a2a741363,0.1,3,0.8
5,0.07,0.03,583.0,5,9e8a2a741363,0.1,3,0.8
6,0.07,0.03,770.0,6,9e8a2a741363,0.1,3,0.8
7,0.07,0.03,885.0,7,9e8a2a741363,0.1,3,0.8
8,0.07,0.03,948.0,8,9e8a2a741363,0.1,3,0.8
9,0.07,0.03,1096.0,9,9e8a2a741363,0.1,3,0.8
10,0.07,0.03,1173.0,10,9e8a2a741363,0.1,3,0.8
11,0.07,0.03,1205.0,11,9e8a2a741363,0.1,3,0.8
12,0.07,0.03,1309.0,12,9e8a2a741363,0.1,3,0.8
13,0.07,0.03,1391.0,13,9e8a2a741363,0.1,3,0.8
0,0.07,0.03,1.0,0,c0bfc4af02d8,0.1,3,0.8
1,0.07,0.03,1.0,1,c0bfc4af02d8,0.1,3,0.8
2,0.07,0.03,1.0,2,c0bfc4af02d8,0.1,3,0.8
3,0.07,0.03,6.0,3,c0bfc4af02d8,0.1,3,0.8
4,0.07,0.03,15.0,4,c0bfc4af02d8,0.1,3,0.8
5,0.07,0.03,30.0,5,c0bfc4af02d8,0.1,3,0.8
6,0.07,0.03,92.0,6,c0bfc4af02d8,0.1,3,0.8
7,0.07,0.03,201.0,7,c0bfc4af02d8,0.1,3,0.8
8,0.07,0.03,370.0,8,c0bfc4af02d8,0.1,3,0.8
9,0.07,0.03,610.0,9,c0bfc4af02d8,0.1,3,0.8
10,0.07,0.03,773.0,10,c0bfc4af02d8,0.1,3,0.8
11,0.07,0.03,892.0,11,c0bfc4af02d8,0.1,3,0.8
12,0.07,0.03,1065.0,12,c0bfc4af02d8,0.1,3,0.8
13,0.07,0.03,1203.0,13,c0bfc4af02d8,0.1,3,0.8
0,0.07,0.03,1.0,0,5730cce9a836,0.1,3,0.8
1,0.07,0.03,2.0,1,5730cce9a836,0.1,3,0.8
2,0.07,0.03,2.0,2,5730cce9a836,0.1,3,0.8
3,0.07,0.03,3.0,3,5730cce9a836,0.1,3,0.8
4,0.07,0.03,7.0,4,5730cce9a836,0.1,3,0.8
5,0.07,0.03,7.0,5,5730cce9a836,0.1,3,0.8
6,0.07,0.03,18.0,6,5730cce9a836,0.1,3,0.8
7,0.07,0.03,40.0,7,5730cce9a836,0.1,3,0.8
8,0.07,0.03,74.0,8,5730cce9a836,0.1,3,0.8
9,0.07,0.03,195.0,9,5730cce9a836,0.1,3,0.8
10,0.07,0.03,399.0,10,5730cce9a836,0.1,3,0.8
11,0.07,0.03,578.0,11,5730cce9a836,0.1,3,0.8
12,0.07,0.03,760.0,12,5730cce9a836,0.1,3,0.8
13,0.07,0.03,950.0,13,5730cce9a836,0.1,3,0.8
0,0.07,0.03,1.0,0,970ceca048b2,0.1,3,0.8
1,0.07,0.03,1.0,1,970ceca048b2,0.1,3,0.8
2,0.07,0.03,1.0,2,970ceca048b2,0.1,3,0.8
3,0.07,0.03,1.0,3,970ceca048b2,0.1,3,0.8
4,0.07,0.03,2.0,4,970ceca048b2,0.1,3,0.8
5,0.07,0.03,2.0,5,970ceca048b2,0.1,3,0.8
6,0.07,0.03,2.0,6,970ceca048b2,0.1,3,0.8
7,0.07,0.03,2.0,7,970ceca048b2,0.1,3,0.8
8,0.07,0.03,2.0,8,970ceca048b2,0.1,3,0.8
9,0.07,0.03,2.0,9,970ceca048b2,0.1,3,0.8
10,0.07,0.03,3.0,10,970ceca048b2,0.1,3,0.8
11,0.07,0.03,3.0,11,970ceca048b2,0.1,3,0.8
12,0.07,0.03,5.0,12,970ceca048b2,0.1,3,0.8
13,0.07,0.03,9.0,13,970ceca048b2,0.1,3,0.8
0,0.07,0.03,8.0,0,2451db5f3c6f,0.1,3,0.8
1,0.07,0.03,24.0,1,2451db5f3c6f,0.1,3,0.8
2,0.07,0.03,43.0,2,2451db5f3c6f,0.1,3,0.8
3,0.07,0.03,123.0,3,2451db5f3c6f,0.1,3,0.8
4,0.07,0.03,277.0,4,2451db5f3c6f,0.1,3,0.8
5,0.07,0.03,511.0,5,2451db5f3c6f,0.1,3,0.8
6,0.07,0.03,742.0,6,2451db5f3c6f,0.1,3,0.8
7,0.07,0.03,875.0,7,2451db5f3c6f,0.1,3,0.8
8,0.07,0.03,937.0,8,2451db5f3c6f,0.1,3,0.8
9,0.07,0.03,1089.0,9,2451db5f3c6f,0.1,3,0.8
10,0.07,0.03,1167.0,10,2451db5f3c6f,0.1,3,0.8
11,0.07,0.03,1200.0,11,2451db5f3c6f,0.1,3,0.8
12,0.07,0.03,1302.0,12,2451db5f3c6f,0.1,3,0.8
13,0.07,0.03,1388.0,13,2451db5f3c6f,0.1,3,0.8
0,0.07,0.03,1.0,0,cb4802988b93,0.1,3,0.8
1,0.07,0.03,2.0,1,cb4802988b93,0.1,3,0.8
2,0.07,0.03,2.0,2,cb4802988b93,0.1,3,0.8
3,0.07,0.03,4.0,3,cb4802988b93,0.1,3,0.8
4,0.07,0.03,7.0,4,cb4802988b93,0.1,3,0.8
5,0.07,0.03,7.0,5,cb4802988b93,0.1,3,0.8
6,0.07,0.03,12.0,6,cb4802988b93,0.1,3,0.8
7,0.07,0.03,14.0,7,cb4802988b93,0.1,3,0.8
8,0.07,0.03,14.0,8,cb4802988b93,0.1,3,0.8
9,0.07,0.03,22.0,9,cb4802988b93,0.1,3,0.8
10,0.07,0.03,39.0,10,cb4802988b93,0.1,3,0.8
11,0.07,0.03,84.0,11,cb4802988b93,0.1,3,0.8
12,0.07,0.03,152.0,12,cb4802988b93,0.1,3,0.8
13,0.07,0.03,308.0,13,cb4802988b93,0.1,3,0.8
0,0.07,0.03,4.0,0,f6f855d3bfc3,0.1,3,0.8
1,0.07,0.03,25.0,1,f6f855d3bfc3,0.1,3,0.8
2,0.07,0.03,53.0,2,f6f855d3bfc3,0.1,3,0.8
3,0.07,0.03,139.0,3,f6f855d3bfc3,0.1,3,0.8
4,0.07,0.03,319.0,4,f6f855d3bfc3,0.1,3,0.8
5,0.07,0.03,524.0,5,f6f855d3bfc3,0.1,3,0.8
6,0.07,0.03,731.0,6,f6f855d3bfc3,0.1,3,0.8
7,0.07,0.03,863.0,7,f6f855d3bfc3,0.1,3,0.8
8,0.07,0.03,933.0,8,f6f855d3bfc3,0.1,3,0.8
9,0.07,0.03,1085.0,9,f6f855d3bfc3,0.1,3,0.8
10,0.07,0.03,1159.0,10,f6f855d3bfc3,0.1,3,0.8
11,0.07,0.03,1192.0,11,f6f855d3bfc3,0.1,3,0.8
12,0.07,0.03,1297.0,12,f6f855d3bfc3,0.1,3,0.8
13,0.07,0.03,1379.0,13,f6f855d3bfc3,0.1,3,0.8
0,0.07,0.03,1.0,0,995d9379aaac,0.1,3,0.8
1,0.07,0.03,10.0,1,995d9379aaac,0.1,3,0.8
2,0.07,0.03,31.0,2,995d9379aaac,0.1,3,0.8
3,0.07,0.03,101.0,3,995d9379aaac,0.1,3,0.8
4,0.07,0.03,235.0,4,995d9379aaac,0.1,3,0.8
5,0.07,0.03,435.0,5,995d9379aaac,0.1,3,0.8
6,0.07,0.03,617.0,6,995d9379aaac,0.1,3,0.8
7,0.07,0.03,760.0,7,995d9379aaac,0.1,3,0.8
8,0.07,0.03,859.0,8,995d9379aaac,0.1,3,0.8
9,0.07,0.03,1034.0,9,995d9379aaac,0.1,3,0.8
10,0.07,0.03,1121.0,10,995d9379aaac,0.1,3,0.8
11,0.07,0.03,1157.0,11,995d9379aaac,0.1,3,0.8
12,0.07,0.03,1281.0,12,995d9379aaac,0.1,3,0.8
13,0.07,0.03,1371.0,13,995d9379aaac,0.1,3,0.8
0,0.07,0.03,1.0,0,240b560f8226,0.1,3,0.8
1,0.07,0.03,2.0,1,240b560f8226,0.1,3,0.8
2,0.07,0.03,2.0,2,240b560f8226,0.1,3,0.8
3,0.07,0.03,2.0,3,240b560f8226,0.1,3,0.8
4,0.07,0.03,8.0,4,240b560f8226,0.1,3,0.8
5,0.07,0.03,9.0,5,240b560f8226,0.1,3,0.8
6,0.07,0.03,24.0,6,240b560f8226,0.1,3,0.8
7,0.07,0.03,41.0,7,240b560f8226,0.1,3,0.8
8,0.07,0.03,92.0,8,240b560f8226,0.1,3,0.8
9,0.07,0.03,201.0,9,240b560f8226,0.1,3,0.8
10,0.07,0.03,392.0,10,240b560f8226,0.1,3,0.8
11,0.07,0.03,592.0,11,240b560f8226,0.1,3,0.8
12,0.07,0.03,790.0,12,240b560f8226,0.1,3,0.8
13,0.07,0.03,987.0,13,240b560f8226,0.1,3,0.8
0,0.07,0.03,3.0,0,63889351c5e1,0.1,3,0.8
1,0.07,0.03,9.0,1,63889351c5e1,0.1,3,0.8
2,0.07,0.03,23.0,2,63889351c5e1,0.1,3,0.8
3,0.07,0.03,98.0,3,63889351c5e1,0.1,3,0.8
4,0.07,0.03,222.0,4,63889351c5e1,0.1,3,0.8
5,0.07,0.03,412.0,5,63889351c5e1,0.1,3,0.8
6,0.07,0.03,605.0,6,63889351c5e1,0.1,3,0.8
7,0.07,0.03,740.0,7,63889351c5e1,0.1,3,0.8
8,0.07,0.03,837.0,8,63889351c5e1,0.1,3,0.8
9,0.07,0.03,1016.0,9,63889351c5e1,0.1,3,0.8
10,0.07,0.03,1111.0,10,63889351c5e1,0.1,3,0.8
11,0.07,0.03,1148.0,11,63889351c5e1,0.1,3,0.8
12,0.07,0.03,1269.0,12,63889351c5e1,0.1,3,0.8
13,0.07,0.03,1362.0,13,63889351c5e1,0.1,3,0.8
0,0.07,0.03,1.0,0,143b90419b4e,0.1,3,0.8
1,0.07,0.03,1.0,1,143b90419b4e,0.1,3,0.8
2,0.07,0.03,2.0,2,143b90419b4e,0.1,3,0.8
3,0.07,0.03,2.0,3,143b90419b4e,0.1,3,0.8
4,0.07,0.03,5.0,4,143b90419b4e,0.1,3,0.8
5,0.07,0.03,7.0,5,143b90419b4e,0.1,3,0.8
6,0.07,0.03,28.0,6,143b90419b4e,0.1,3,0.8
7,0.07,0.03,65.0,7,143b90419b4e,0.1,3,0.8
8,0.07,0.03,135.0,8,143b90419b4e,0.1,3,0.8
9,0.07,0.03,328.0,9,143b90419b4e,0.1,3,0.8
10,0.07,0.03,520.0,10,143b90419b4e,0.1,3,0.8
11,0.07,0.03,666.0,11,143b90419b4e,0.1,3,0.8
12,0.07,0.03,851.0,12,143b90419b4e,0.1,3,0.8
13,0.07,0.03,1042.0,13,143b90419b4e,0.1,3,0.8
0,0.07,0.03,1.0,0,85db85ffd058,0.1,3,0.8
1,0.07,0.03,4.0,1,85db85ffd058,0.1,3,0.8
2,0.07,0.03,7.0,2,85db85ffd058,0.1,3,0.8
3,0.07,0.03,21.0,3,85db85ffd058,0.1,3,0.8
4,0.07,0.03,50.0,4,85db85ffd058,0.1,3,0.8
5,0.07,0.03,109.0,5,85db85ffd058,0.1,3,0.8
6,0.07,0.03,226.0,6,85db85ffd058,0.1,3,0.8
7,0.07,0.03,361.0,7,85db85ffd058,0.1,3,0.8
8,0.07,0.03,512.0,8,85db85ffd058,0.1,3,0.8
9,0.07,0.03,743.0,9,85db85ffd058,0.1,3,0.8
10,0.07,0.03,903.0,10,85db85ffd058,0.1,3,0.8
11,0.07,0.03,996.0,11,85db85ffd058,0.1,3,0.8
12,0.07,0.03,1141.0,12,85db85ffd058,0.1,3,0.8
13,0.07,0.03,1260.0,13,85db85ffd058,0.1,3,0.8
0,0.07,0.03,1.0,0,c9d2b8481d99,0.1,3,0.8
1,0.07,0.03,1.0,1,c9d2b8481d99,0.1,3,0.8
2,0.07,0.03,2.0,2,c9d2b8481d99,0.1,3,0.8
3,0.07,0.03,2.0,3,c9d2b8481d99,0.1,3,0.8
4,0.07,0.03,3.0,4,c9d2b8481d99,0.1,3,0.8
5,0.07,0.03,3.0,5,c9d2b8481d99,0.1,3,0.8
6,0.07,0.03,6.0,6,c9d2b8481d99,0.1,3,0.8
7,0.07,0.03,26.0,7,c9d2b8481d99,0.1,3,0.8
8,0.07,0.03,63.0,8,c9d2b8481d99,0.1,3,0.8
9,0.07,0.03,154.0,9,c9d2b8481d99,0.1,3,0.8
10,0.07,0.03,352.0,10,c9d2b8481d99,0.1,3,0.8
11,0.07,0.03,572.0,11,c9d2b8481d99,0.1,3,0.8
12,0.07,0.03,769.0,12,c9d2b8481d99,0.1,3,0.8
13,0.07,0.03,985.0,13,c9d2b8481d99,0.1,3,0.8
0,0.07,0.03,1.0,0,1bafb9304163,0.1,3,0.8
1,0.07,0.03,1.0,1,1bafb9304163,0.1,3,0.8
2,0.07,0.03,2.0,2,1bafb9304163,0.1,3,0.8
3,0.07,0.03,2.0,3,1bafb9304163,0.1,3,0.8
4,0.07,0.03,3.0,4,1bafb9304163,0.1,3,0.8
5,0.07,0.03,3.0,5,1bafb9304163,0.1,3,0.8
6,0.07,0.03,5.0,6,1bafb9304163,0.1,3,0.8
7,0.07,0.03,5.0,7,1bafb9304163,0.1,3,0.8
8,0.07,0.03,7.0,8,1bafb9304163,0.1,3,0.8
9,0.07,0.03,7.0,9,1bafb9304163,0.1,3,0.8
10,0.07,0.03,9.0,10,1bafb9304163,0.1,3,0.8
11,0.07,0.03,15.0,11,1bafb9304163,0.1,3,0.8
12,0.07,0.03,20.0,12,1bafb9304163,0.1,3,0.8
13,0.07,0.03,69.0,13,1bafb9304163,0.1,3,0.8
0,0.07,0.03,1.0,0,97a3d725a8b4,0.1,3,0.8
1,0.07,0.03,2.0,1,97a3d725a8b4,0.1,3,0.8
2,0.07,0.03,2.0,2,97a3d725a8b4,0.1,3,0.8
3,0.07,0.03,7.0,3,97a3d725a8b4,0.1,3,0.8
4,0.07,0.03,18.0,4,97a3d725a8b4,0.1,3,0.8
5,0.07,0.03,33.0,5,97a3d725a8b4,0.1,3,0.8
6,0.07,0.03,89.0,6,97a3d725a8b4,0.1,3,0.8
7,0.07,0.03,192.0,7,97a3d725a8b4,0.1,3,0.8
8,0.07,0.03,357.0,8,97a3d725a8b4,0.1,3,0.8
9,0.07,0.03,610.0,9,97a3d725a8b4,0.1,3,0.8
10,0.07,0.03,781.0,10,97a3d725a8b4,0.1,3,0.8
11,0.07,0.03,907.0,11,97a3d725a8b4,0.1,3,0.8
12,0.07,0.03,1073.0,12,97a3d725a8b4,0.1,3,0.8
13,0.07,0.03,1210.0,13,97a3d725a8b4,0.1,3,0.8
0,0.07,0.03,1.0,0,6a5239a2f3d8,0.1,3,0.8
1,0.07,0.03,1.0,1,6a5239a2f3d8,0.1,3,0.8
2,0.07,0.03,1.0,2,6a5239a2f3d8,0.1,3,0.8
3,0.07,0.03,1.0,3,6a5239a2f3d8,0.1,3,0.8
4,0.07,0.03,10.0,4,6a5239a2f3d8,0.1,3,0.8
5,0.07,0.03,21.0,5,6a5239a2f3d8,0.1,3,0.8
6,0.07,0.03,56.0,6,6a5239a2f3d8,0.1,3,0.8
7,0.07,0.03,94.0,7,6a5239a2f3d8,0.1,3,0.8
8,0.07,0.03,182.0,8,6a5239a2f3d8,0.1,3,0.8
9,0.07,0.03,415.0,9,6a5239a2f3d8,0.1,3,0.8
10,0.07,0.03,634.0,10,6a5239a2f3d8,0.1,3,0.8
11,0.07,0.03,772.0,11,6a5239a2f3d8,0.1,3,0.8
12,0.07,0.03,955.0,12,6a5239a2f3d8,0.1,3,0.8
13,0.07,0.03,1133.0,13,6a5239a2f3d8,0.1,3,0.8
0,0.07,0.03,1.0,0,36a931194d76,0.1,3,0.8
1,0.07,0.03,1.0,1,36a931194d76,0.1,3,0.8
2,0.07,0.03,1.0,2,36a931194d76,0.1,3,0.8
3,0.07,0.03,1.0,3,36a931194d76,0.1,3,0.8
4,0.07,0.03,1.0,4,36a931194d76,0.1,3,0.8
5,0.07,0.03,1.0,5,36a931194d76,0.1,3,0.8
6,0.07,0.03,1.0,6,36a931194d76,0.1,3,0.8
7,0.07,0.03,2.0,7,36a931194d76,0.1,3,0.8
8,0.07,0.03,2.0,8,36a931194d76,0.1,3,0.8
9,0.07,0.03,2.0,9,36a931194d76,0.1,3,0.8
10,0.07,0.03,2.0,10,36a931194d76,0.1,3,0.8
11,0.07,0.03,2.0,11,36a931194d76,0.1,3,0.8
12,0.07,0.03,2.0,12,36a931194d76,0.1,3,0.8
13,0.07,0.03,3.0,13,36a931194d76,0.1,3,0.8
0,0.07,0.03,7.0,0,aa350cd9c859,0.1,3,0.8
1,0.07,0.03,29.0,1,aa350cd9c859,0.1,3,0.8
2,0.07,0.03,54.0,2,aa350cd9c859,0.1,3,0.8
3,0.07,0.03,165.0,3,aa350cd9c859,0.1,3,0.8
4,0.07,0.03,351.0,4,aa350cd9c859,0.1,3,0.8
5,0.07,0.03,596.0,5,aa350cd9c859,0.1,3,0.8
6,0.07,0.03,796.0,6,aa350cd9c859,0.1,3,0.8
7,0.07,0.03,901.0,7,aa350cd9c859,0.1,3,0.8
8,0.07,0.03,958.0,8,aa350cd9c859,0.1,3,0.8
9,0.07,0.03,1107.0,9,aa350cd9c859,0.1,3,0.8
10,0.07,0.03,1180.0,10,aa350cd9c859,0.1,3,0.8
11,0.07,0.03,1211.0,11,aa350cd9c859,0.1,3,0.8
12,0.07,0.03,1310.0,12,aa350cd9c859,0.1,3,0.8
13,0.07,0.03,1394.0,13,aa350cd9c859,0.1,3,0.8
0,0.07,0.03,1.0,0,1b070f32e667,0.1,3,0.8
1,0.07,0.03,1.0,1,1b070f32e667,0.1,3,0.8
2,0.07,0.03,2.0,2,1b070f32e667,0.1,3,0.8
3,0.07,0.03,2.0,3,1b070f32e667,0.1,3,0.8
4,0.07,0.03,2.0,4,1b070f32e667,0.1,3,0.8
5,0.07,0.03,2.0,5,1b070f32e667,0.1,3,0.8
6,0.07,0.03,2.0,6,1b070f32e667,0.1,3,0.8
7,0.07,0.03,3.0,7,1b070f32e667,0.1,3,0.8
8,0.07,0.03,3.0,8,1b070f32e667,0.1,3,0.8
9,0.07,0.03,4.0,9,1b070f32e667,0.1,3,0.8
10,0.07,0.03,4.0,10,1b070f32e667,0.1,3,0.8
11,0.07,0.03,5.0,11,1b070f32e667,0.1,3,0.8
