Unnamed: 0,b_w,b_b,monthly_cuml,months,seed,alpha,shift,D
5,0.07,0.03,143.0,5,092d6b6c9401,0.1,3,0.8
6,0.07,0.03,232.0,6,092d6b6c9401,0.1,3,0.8
7,0.07,0.03,348.0,7,092d6b6c9401,0.1,3,0.8
8,0.07,0.03,478.0,8,092d6b6c9401,0.1,3,0.8
9,0.07,0.03,724.0,9,092d6b6c9401,0.1,3,0.8
10,0.07,0.03,893.0,10,092d6b6c9401,0.1,3,0.8
11,0.07,0.03,976.0,11,092d6b6c9401,0.1,3,0.8
12,0.07,0.03,1114.0,12,092d6b6c9401,0.1,3,0.8
13,0.07,0.03,1230.0,13,092d6b6c9401,0.1,3,0.8
0,0.07,0.03,1.0,0,4ab75b931e46,0.1,3,0.8
1,0.07,0.03,1.0,1,4ab75b931e46,0.1,3,0.8
2,0.07,0.03,1.0,2,4ab75b931e46,0.1,3,0.8
3,0.07,0.03,2.0,3,4ab75b931e46,0.1,3,0.8
4,0.07,0.03,3.0,4,4ab75b931e46,0.1,3,0.8
5,0.07,0.03,4.0,5,4ab75b931e46,0.1,3,0.8
6,0.07,0.03,10.0,6,4ab75b931e46,0.1,3,0.8
7,0.07,0.03,23.0,7,4ab75b931e46,0.1,3,0.8
8,0.07,0.03,51.0,8,4ab75b931e46,0.1,3,0.8
9,0.07,0.03,152.0,9,4ab75b931e46,0.1,3,0.8
10,0.07,0.03,345.0,10,4ab75b931e46,0.1,3,0.8
11,0.07,0.03,518.0,11,4ab75b931e46,0.1,3,0.8
12,0.07,0.03,700.0,12,4ab75b931e46,0.1,3,0.8
13,0.07,0.03,886.0,13,4ab75b931e46,0.1,3,0.8
0,0.07,0.03,1.0,0,bc7fe627d446,0.1,3,0.8
1,0.07,0.03,2.0,1,bc7fe627d446,0.1,3,0.8
2,0.07,0.03,2.0,2,bc7fe627d446,0.1,3,0.8
3,0.07,0.03,2.0,3,bc7fe627d446,0.1,3,0.8
4,0.07,0.03,3.0,4,bc7fe627d446,0.1,3,0.8
5,0.07,0.03,3.0,5,bc7fe627d446,0.1,3,0.8
6,0.07,0.03,3.0,6,bc7fe627d446,0.1,3,0.8
7,0.07,0.03,3.0,7,bc7fe627d446,0.1,3,0.8
8,0.07,0.03,3.0,8,bc7fe627d446,0.1,3,0.8
9,0.07,0.03,3.0,9,bc7fe627d446,0.1,3,0.8
10,0.07,0.03,3.0,10,bc7fe627d446,0.1,3,0.8
11,0.07,0.03,3.0,11,bc7fe627d446,0.1,3,0.8
12,0.07,0.03,3.0,12,bc7fe627d446,0.1,3,0.8
13,0.07,0.03,4.0,13,bc7fe627d446,0.1,3,0.8
0,0.07,0.03,16.0,0,f169433b549d,0.1,3,0.8
1,0.07,0.03,46.0,1,f169433b549d,0.1,3,0.8
2,0.07,0.03,107.0,2,f169433b549d,0.1,3,0.8
3,0.07,0.03,298.0,3,f169433b549d,0.1,3,0.8
4,0.07,0.03,500.0,4,f169433b549d,0.1,3,0.8
5,0.07,0.03,696.0,5,f169433b549d,0.1,3,0.8
6,0.07,0.03,872.0,6,f169433b549d,0.1,3,0.8
7,0.07,0.03,962.0,7,f169433b549d,0.1,3,0.8
8,0.07,0.03,1016.0,8,f169433b549d,0.1,3,0.8
9,0.07,0.03,1146.0,9,f169433b549d,0.1,3,0.8
10,0.07,0.03,1212.0,10,f169433b549d,0.1,3,0.8
11,0.07,0.03,1238.0,11,f169433b549d,0.1,3,0.8
12,0.07,0.03,1327.0,12,f169433b549d,0.1,3,0.8
13,0.07,0.03,1409.0,13,f169433b549d,0.1,3,0.8
0,0.07,0.03,1.0,0,476d2c8a91fa,0.1,3,0.8
1,0.07,0.03,3.0,1,476d2c8a91fa,0.1,3,0.8
2,0.07,0.03,6.0,2,476d2c8a91fa,0.1,3,0.8
3,0.07,0.03,16.0,3,476d2c8a91fa,0.1,3,0.8
4,0.07,0.03,44.0,4,476d2c8a91fa,0.1,3,0.8
5,0.07,0.03,90.0,5,476d2c8a91fa,0.1,3,0.8
6,0.07,0.03,216.0,6,476d2c8a91fa,0.1,3,0.8
7,0.07,0.03,374.0,7,476d2c8a91fa,0.1,3,0.8
8,0.07,0.03,560.0,8,476d2c8a91fa,0.1,3,0.8
9,0.07,0.03,794.0,9,476d2c8a91fa,0.1,3,0.8
10,0.07,0.03,920.0,10,476d2c8a91fa,0.1,3,0.8
11,0.07,0.03,1013.0,11,476d2c8a91fa,0.1,3,0.8
12,0.07,0.03,1158.0,12,476d2c8a91fa,0.1,3,0.8
13,0.07,0.03,1281.0,13,476d2c8a91fa,0.1,3,0.8
0,0.07,0.03,1.0,0,2326e4d25774,0.1,3,0.8
1,0.07,0.03,2.0,1,2326e4d25774,0.1,3,0.8
2,0.07,0.03,3.0,2,2326e4d25774,0.1,3,0.8
3,0.07,0.03,3.0,3,2326e4d25774,0.1,3,0.8
4,0.07,0.03,10.0,4,2326e4d25774,0.1,3,0.8
5,0.07,0.03,14.0,5,2326e4d25774,0.1,3,0.8
6,0.07,0.03,35.0,6,2326e4d25774,0.1,3,0.8
7,0.07,0.03,86.0,7,2326e4d25774,0.1,3,0.8
8,0.07,0.03,145.0,8,2326e4d25774,0.1,3,0.8
9,0.07,0.03,303.0,9,2326e4d25774,0.1,3,0.8
10,0.07,0.03,546.0,10,2326e4d25774,0.1,3,0.8
11,0.07,0.03,706.0,11,2326e4d25774,0.1,3,0.8
12,0.07,0.03,886.0,12,2326e4d25774,0.1,3,0.8
13,0.07,0.03,1069.0,13,2326e4d25774,0.1,3,0.8
0,0.07,0.03,2.0,0,87557ad1d2f9,0.1,3,0.8
1,0.07,0.03,10.0,1,87557ad1d2f9,0.1,3,0.8
2,0.07,0.03,28.0,2,87557ad1d2f9,0.1,3,0.8
3,0.07,0.03,115.0,3,87557ad1d2f9,0.1,3,0.8
4,0.07,0.03,264.0,4,87557ad1d2f9,0.1,3,0.8
5,0.07,0.03,468.0,5,87557ad1d2f9,0.1,3,0.8
6,0.07,0.03,678.0,6,87557ad1d2f9,0.1,3,0.8
7,0.07,0.03,815.0,7,87557ad1d2f9,0.1,3,0.8
8,0.07,0.03,896.0,8,87557ad1d2f9,0.1,3,0.8
9,0.07,0.03,1061.0,9,87557ad1d2f9,0.1,3,0.8
10,0.07,0.03,1141.0,10,87557ad1d2f9,0.1,3,0.8
11,0.07,0.03,1178.0,11,87557ad1d2f9,0.1,3,0.8
12,0.07,0.03,1284.0,12,87557ad1d2f9,0.1,3,0.8
13,0.07,0.03,1376.0,13,87557ad1d2f9,0.1,3,0.8
0,0.07,0.03,1.0,0,63260177628a,0.1,3,0.8
1,0.07,0.03,1.0,1,63260177628a,0.1,3,0.8
2,0.07,0.03,1.0,2,63260177628a,0.1,3,0.8
3,0.07,0.03,1.0,3,63260177628a,0.1,3,0.8
4,0.07,0.03,2.0,4,63260177628a,0.1,3,0.8
5,0.07,0.03,2.0,5,63260177628a,0.1,3,0.8
6,0.07,0.03,5.0,6,63260177628a,0.1,3,0.8
7,0.07,0.03,9.0,7,63260177628a,0.1,3,0.8
8,0.07,0.03,22.0,8,63260177628a,0.1,3,0.8
9,0.07,0.03,47.0,9,63260177628a,0.1,3,0.8
10,0.07,0.03,145.0,10,63260177628a,0.1,3,0.8
11,0.07,0.03,351.0,11,63260177628a,0.1,3,0.8
12,0.07,0.03,541.0,12,63260177628a,0.1,3,0.8
13,0.07,0.03,744.0,13,63260177628a,0.1,3,0.8
0,0.07,0.03,1.0,0,187380934090,0.1,3,0.8
1,0.07,0.03,4.0,1,187380934090,0.1,3,0.8
2,0.07,0.03,6.0,2,187380934090,0.1,3,0.8
3,0.07,0.03,32.0,3,187380934090,0.1,3,0.8
4,0.07,0.03,119.0,4,187380934090,0.1,3,0.8
5,0.07,0.03,254.0,5,187380934090,0.1,3,0.8
6,0.07,0.03,472.0,6,187380934090,0.1,3,0.8
7,0.07,0.03,631.0,7,187380934090,0.1,3,0.8
8,0.07,0.03,728.0,8,187380934090,0.1,3,0.8
9,0.07,0.03,919.0,9,187380934090,0.1,3,0.8
10,0.07,0.03,1024.0,10,187380934090,0.1,3,0.8
11,0.07,0.03,1078.0,11,187380934090,0.1,3,0.8
12,0.07,0.03,1200.0,12,187380934090,0.1,3,0.8
13,0.07,0.03,1305.0,13,187380934090,0.1,3,0.8
0,0.07,0.03,4.0,0,56b5e147744f,0.1,3,0.8
1,0.07,0.03,5.0,1,56b5e147744f,0.1,3,0.8
2,0.07,0.03,10.0,2,56b5e147744f,0.1,3,0.8
3,0.07,0.03,37.0,3,56b5e147744f,0.1,3,0.8
4,0.07,0.03,82.0,4,56b5e147744f,0.1,3,0.8
5,0.07,0.03,153.0,5,56b5e147744f,0.1,3,0.8
6,0.07,0.03,272.0,6,56b5e147744f,0.1,3,0.8
7,0.07,0.03,421.0,7,56b5e147744f,0.1,3,0.8
8,0.07,0.03,574.0,8,56b5e147744f,0.1,3,0.8
9,0.07,0.03,777.0,9,56b5e147744f,0.1,3,0.8
10,0.07,0.03,930.0,10,56b5e147744f,0.1,3,0.8
11,0.07,0.03,1019.0,11,56b5e147744f,0.1,3,0.8
12,0.07,0.03,1162.0,12,56b5e147744f,0.1,3,0.8
13,0.07,0.03,1279.0,13,56b5e147744f,0.1,3,0.8
0,0.07,0.03,11.0,0,f45e340da741,0.1,3,0.8
1,0.07,0.03,46.0,1,f45e340da741,0.1,3,0.8
2,0.07,0.03,121.0,2,f45e340da741,0.1,3,0.8
3,0.07,0.03,292.0,3,f45e340da741,0.1,3,0.8
4,0.07,0.03,486.0,4,f45e340da741,0.1,3,0.8
5,0.07,0.03,710.0,5,f45e340da741,0.1,3,0.8
6,0.07,0.03,888.0,6,f45e340da741,0.1,3,0.8
7,0.07,0.03,985.0,7,f45e340da741,0.1,3,0.8
8,0.07,0.03,1034.0,8,f45e340da741,0.1,3,0.8
9,0.07,0.03,1161.0,9,f45e340da741,0.1,3,0.8
10,0.07,0.03,1221.0,10,f45e340da741,0.1,3,0.8
11,0.07,0.03,1246.0,11,f45e340da741,0.1,3,0.8
12,0.07,0.03,1334.0,12,f45e340da741,0.1,3,0.8
13,0.07,0.03,1411.0,13,f45e340da741,0.1,3,0.8
0,0.07,0.03,2.0,0,deca4a03814c,0.1,3,0.8
1,0.07,0.03,7.0,1,deca4a03814c,0.1,3,0.8
2,0.07,0.03,15.0,2,deca4a03814c,0.1,3,0.8
3,0.07,0.03,33.0,3,deca4a03814c,0.1,3,0.8
4,0.07,0.03,98.0,4,deca4a03814c,0.1,3,0.8
5,0.07,0.03,219.0,5,deca4a03814c,0.1,3,0.8
6,0.07,0.03,403.0,6,deca4a03814c,0.1,3,0.8
7,0.07,0.03,556.0,7,deca4a03814c,0.1,3,0.8
8,0.07,0.03,661.0,8,deca4a03814c,0.1,3,0.8
9,0.07,0.03,859.0,9,deca4a03814c,0.1,3,0.8
10,0.07,0.03,984.0,10,deca4a03814c,0.1,3,0.8
11,0.07,0.03,1062.0,11,deca4a03814c,0.1,3,0.8
12,0.07,0.03,1195.0,12,deca4a03814c,0.1,3,0.8
13,0.07,0.03,1306.0,13,deca4a03814c,0.1,3,0.8
0,0.07,0.03,2.0,0,b8fb3b4ab624,0.1,3,0.8
1,0.07,0.03,3.0,1,b8fb3b4ab624,0.1,3,0.8
2,0.07,0.03,4.0,2,b8fb3b4ab624,0.1,3,0.8
3,0.07,0.03,8.0,3,b8fb3b4ab624,0.1,3,0.8
4,0.07,0.03,26.0,4,b8fb3b4ab624,0.1,3,0.8
5,0.07,0.03,49.0,5,b8fb3b4ab624,0.1,3,0.8
6,0.07,0.03,101.0,6,b8fb3b4ab624,0.1,3,0.8
7,0.07,0.03,184.0,7,b8fb3b4ab624,0.1,3,0.8
8,0.07,0.03,328.0,8,b8fb3b4ab624,0.1,3,0.8
9,0.07,0.03,581.0,9,b8fb3b4ab624,0.1,3,0.8
10,0.07,0.03,778.0,10,b8fb3b4ab624,0.1,3,0.8
11,0.07,0.03,896.0,11,b8fb3b4ab624,0.1,3,0.8
12,0.07,0.03,1074.0,12,b8fb3b4ab624,0.1,3,0.8
13,0.07,0.03,1219.0,13,b8fb3b4ab624,0.1,3,0.8
0,0.07,0.03,1.0,0,d61b2487b48b,0.1,3,0.8
1,0.07,0.03,2.0,1,d61b2487b48b,0.1,3,0.8
2,0.07,0.03,2.0,2,d61b2487b48b,0.1,3,0.8
3,0.07,0.03,2.0,3,d61b2487b48b,0.1,3,0.8
4,0.07,0.03,3.0,4,d61b2487b48b,0.1,3,0.8
5,0.07,0.03,3.0,5,d61b2487b48b,0.1,3,0.8
6,0.07,0.03,4.0,6,d61b2487b48b,0.1,3,0.8
7,0.07,0.03,7.0,7,d61b2487b48b,0.1,3,0.8
8,0.07,0.03,13.0,8,d61b2487b48b,0.1,3,0.8
9,0.07,0.03,27.0,9,d61b2487b48b,0.1,3,0.8
10,0.07,0.03,77.0,10,d61b2487b48b,0.1,3,0.8
11,0.07,0.03,123.0,11,d61b2487b48b,0.1,3,0.8
12,0.07,0.03,283.0,12,d61b2487b48b,0.1,3,0.8
13,0.07,0.03,514.0,13,d61b2487b48b,0.1,3,0.8
0,0.07,0.03,6.0,0,6041bbb08b7a,0.1,3,0.8
1,0.07,0.03,14.0,1,6041bbb08b7a,0.1,3,0.8
2,0.07,0.03,30.0,2,6041bbb08b7a,0.1,3,0.8
3,0.07,0.03,112.0,3,6041bbb08b7a,0.1,3,0.8
4,0.07,0.03,262.0,4,6041bbb08b7a,0.1,3,0.8
5,0.07,0.03,479.0,5,6041bbb08b7a,0.1,3,0.8
6,0.07,0.03,668.0,6,6041bbb08b7a,0.1,3,0.8
7,0.07,0.03,811.0,7,6041bbb08b7a,0.1,3,0.8
8,0.07,0.03,883.0,8,6041bbb08b7a,0.1,3,0.8
9,0.07,0.03,1048.0,9,6041bbb08b7a,0.1,3,0.8
10,0.07,0.03,1125.0,10,6041bbb08b7a,0.1,3,0.8
11,0.07,0.03,1164.0,11,6041bbb08b7a,0.1,3,0.8
12,0.07,0.03,1268.0,12,6041bbb08b7a,0.1,3,0.8
13,0.07,0.03,1365.0,13,6041bbb08b7a,0.1,3,0.8
0,0.07,0.03,1.0,0,a4348ab4a7bf,0.1,3,0.8
1,0.07,0.03,1.0,1,a4348ab4a7bf,0.1,3,0.8
2,0.07,0.03,2.0,2,a4348ab4a7bf,0.1,3,0.8
3,0.07,0.03,4.0,3,a4348ab4a7bf,0.1,3,0.8
4,0.07,0.03,18.0,4,a4348ab4a7bf,0.1,3,0.8
5,0.07,0.03,41.0,5,a4348ab4a7bf,0.1,3,0.8
6,0.07,0.03,106.0,6,a4348ab4a7bf,0.1,3,0.8
7,0.07,0.03,236.0,7,a4348ab4a7bf,0.1,3,0.8
8,0.07,0.03,396.0,8,a4348ab4a7bf,0.1,3,0.8
9,0.07,0.03,615.0,9,a4348ab4a7bf,0.1,3,0.8
10,0.07,0.03,794.0,10,a4348ab4a7bf,0.1,3,0.8
11,0.07,0.03,913.0,11,a4348ab4a7bf,0.1,3,0.8
12,0.07,0.03,1086.0,12,a4348ab4a7bf,0.1,3,0.8
13,0.07,0.03,1222.0,13,a4348ab4a7bf,0.1,3,0.8
0,0.07,0.03,1.0,0,50978330f36b,0.1,3,0.8
1,0.07,0.03,9.0,1,50978330f36b,0.1,3,0.8
2,0.07,0.03,21.0,2,50978330f36b,0.1,3,0.8
3,0.07,0.03,61.0,3,50978330f36b,0.1,3,0.8
4,0.07,0.03,161.0,4,50978330f36b,0.1,3,0.8
5,0.07,0.03,332.0,5,50978330f36b,0.1,3,0.8
6,0.07,0.03,567.0,6,50978330f36b,0.1,3,0.8
7,0.07,0.03,728.0,7,50978330f36b,0.1,3,0.8
8,0.07,0.03,817.0,8,50978330f36b,0.1,3,0.8
9,0.07,0.03,1003.0,9,50978330f36b,0.1,3,0.8
10,0.07,0.03,1084.0,10,50978330f36b,0.1,3,0.8
11,0.07,0.03,1134.0,11,50978330f36b,0.1,3,0.8
12,0.07,0.03,1256.0,12,50978330f36b,0.1,3,0.8
13,0.07,0.03,1349.0,13,50978330f36b,0.1,3,0.8
0,0.07,0.03,1.0,0,d943628f2231,0.1,3,0.8
1,0.07,0.03,2.0,1,d943628f2231,0.1,3,0.8
2,0.07,0.03,2.0,2,d943628f2231,0.1,3,0.8
3,0.07,0.03,3.0,3,d943628f2231,0.1,3,0.8
4,0.07,0.03,19.0,4,d943628f2231,0.1,3,0.8
5,0.07,0.03,39.0,5,d943628f2231,0.1,3,0.8
6,0.07,0.03,147.0,6,d943628f2231,0.1,3,0.8
7,0.07,0.03,269.0,7,d943628f2231,0.1,3,0.8
8,0.07,0.03,452.0,8,d943628f2231,0.1,3,0.8
9,0.07,0.03,683.0,9,d943628f2231,0.1,3,0.8
10,0.07,0.03,834.0,10,d943628f2231,0.1,3,0.8
11,0.07,0.03,948.0,11,d943628f2231,0.1,3,0.8
12,0.07,0.03,1103.0,12,d943628f2231,0.1,3,0.8
13,0.07,0.03,1231.0,13,d943628f2231,0.1,3,0.8
0,0.07,0.03,17.0,0,be8832f2edda,0.1,3,0.8
1,0.07,0.03,25.0,1,be8832f2edda,0.1,3,0.8
2,0.07,0.03,54.0,2,be8832f2edda,0.1,3,0.8
3,0.07,0.03,139.0,3,be8832f2edda,0.1,3,0.8
4,0.07,0.03,299.0,4,be8832f2edda,0.1,3,0.8
5,0.07,0.03,506.0,5,be8832f2edda,0.1,3,0.8
6,0.07,0.03,722.0,6,be8832f2edda,0.1,3,0.8
7,0.07,0.03,856.0,7,be8832f2edda,0.1,3,0.8
8,0.07,0.03,926.0,8,be8832f2edda,0.1,3,0.8
9,0.07,0.03,1087.0,9,be8832f2edda,0.1,3,0.8
10,0.07,0.03,1163.0,10,be8832f2edda,0.1,3,0.8
11,0.07,0.03,1208.0,11,be8832f2edda,0.1,3,0.8
12,0.07,0.03,1319.0,12,be8832f2edda,0.1,3,0.8
13,0.07,0.03,1423.0,13,be8832f2edda,0.1,3,0.8
0,0.07,0.03,1.0,0,4e49df6a512b,0.1,3,0.8
1,0.07,0.03,6.0,1,4e49df6a512b,0.1,3,0.8
2,0.07,0.03,7.0,2,4e49df6a512b,0.1,3,0.8
3,0.07,0.03,27.0,3,4e49df6a512b,0.1,3,0.8
4,0.07,0.03,63.0,4,4e49df6a512b,0.1,3,0.8
5,0.07,0.03,138.0,5,4e49df6a512b,0.1,3,0.8
6,0.07,0.03,272.0,6,4e49df6a512b,0.1,3,0.8
7,0.07,0.03,430.0,7,4e49df6a512b,0.1,3,0.8
8,0.07,0.03,564.0,8,4e49df6a512b,0.1,3,0.8
9,0.07,0.03,760.0,9,4e49df6a512b,0.1,3,0.8
10,0.07,0.03,906.0,10,4e49df6a512b,0.1,3,0.8
11,0.07,0.03,1002.0,11,4e49df6a512b,0.1,3,0.8
12,0.07,0.03,1159.0,12,4e49df6a512b,0.1,3,0.8
13,0.07,0.03,1284.0,13,4e49df6a512b,0.1,3,0.8
0,0.07,0.03,1.0,0,6e0d838e45fb,0.1,3,0.8
1,0.07,0.03,1.0,1,6e0d838e45fb,0.1,3,0.8
2,0.07,0.03,1.0,2,6e0d838e45fb,0.1,3,0.8
3,0.07,0.03,1.0,3,6e0d838e45fb,0.1,3,0.8
4,0.07,0.03,3.0,4,6e0d838e45fb,0.1,3,0.8
5,0.07,0.03,3.0,5,6e0d838e45fb,0.1,3,0.8
6,0.07,0.03,3.0,6,6e0d838e45fb,0.1,3,0.8
7,0.07,0.03,6.0,7,6e0d838e45fb,0.1,3,0.8
8,0.07,0.03,13.0,8,6e0d838e45fb,0.1,3,0.8
9,0.07,0.03,33.0,9,6e0d838e45fb,0.1,3,0.8
10,0.07,0.03,53.0,10,6e0d838e45fb,0.1,3,0.8
11,0.07,0.03,80.0,11,6e0d838e45fb,0.1,3,0.8
12,0.07,0.03,141.0,12,6e0d838e45fb,0.1,3,0.8
13,0.07,0.03,229.0,13,6e0d838e45fb,0.1,3,0.8
0,0.07,0.03,1.0,0,0020a5f0369e,0.1,3,0.8
1,0.07,0.03,2.0,1,0020a5f0369e,0.1,3,0.8
2,0.07,0.03,2.0,2,0020a5f0369e,0.1,3,0.8
3,0.07,0.03,3.0,3,0020a5f0369e,0.1,3,0.8
4,0.07,0.03,13.0,4,0020a5f0369e,0.1,3,0.8
5,0.07,0.03,64.0,5,0020a5f0369e,0.1,3,0.8
6,0.07,0.03,128.0,6,0020a5f0369e,0.1,3,0.8
7,0.07,0.03,250.0,7,0020a5f0369e,0.1,3,0.8
8,0.07,0.03,407.0,8,0020a5f0369e,0.1,3,0.8
9,0.07,0.03,665.0,9,0020a5f0369e,0.1,3,0.8
10,0.07,0.03,843.0,10,0020a5f0369e,0.1,3,0.8
11,0.07,0.03,958.0,11,0020a5f0369e,0.1,3,0.8
12,0.07,0.03,1101.0,12,0020a5f0369e,0.1,3,0.8
13,0.07,0.03,1221.0,13,0020a5f0369e,0.1,3,0.8
0,0.07,0.03,1.0,0,96898ed41000,0.1,3,0.8
1,0.07,0.03,4.0,1,96898ed41000,0.1,3,0.8
2,0.07,0.03,5.0,2,96898ed41000,0.1,3,0.8
3,0.07,0.03,10.0,3,96898ed41000,0.1,3,0.8
4,0.07,0.03,41.0,4,96898ed41000,0.1,3,0.8
5,0.07,0.03,95.0,5,96898ed41000,0.1,3,0.8
6,0.07,0.03,234.0,6,96898ed41000,0.1,3,0.8
7,0.07,0.03,413.0,7,96898ed41000,0.1,3,0.8
8,0.07,0.03,544.0,8,96898ed41000,0.1,3,0.8
9,0.07,0.03,744.0,9,96898ed41000,0.1,3,0.8
10,0.07,0.03,881.0,10,96898ed41000,0.1,3,0.8
11,0.07,0.03,975.0,11,96898ed41000,0.1,3,0.8
12,0.07,0.03,1136.0,12,96898ed41000,0.1,3,0.8
13,0.07,0.03,1254.0,13,96898ed41000,0.1,3,0.8
0,0.07,0.03,1.0,0,0b35b06a2277,0.1,3,0.8
1,0.07,0.03,4.0,1,0b35b06a2277,0.1,3,0.8
2,0.07,0.03,4.0,2,0b35b06a2277,0.1,3,0.8
3,0.07,0.03,11.0,3,0b35b06a2277,0.1,3,0.8
4,0.07,0.03,37.0,4,0b35b06a2277,0.1,3,0.8
5,0.07,0.03,70.0,5,0b35b06a2277,0.1,3,0.8
6,0.07,0.03,185.0,6,0b35b06a2277,0.1,3,0.8
7,0.07,0.03,348.0,7,0b35b06a2277,0.1,3,0.8
8,0.07,0.03,496.0,8,0b35b06a2277,0.1,3,0.8
9,0.07,0.03,711.0,9,0b35b06a2277,0.1,3,0.8
10,0.07,0.03,862.0,10,0b35b06a2277,0.1,3,0.8
11,0.07,0.03,959.0,11,0b35b06a2277,0.1,3,0.8
12,0.07,0.03,1132.0,12,0b35b06a2277,0.1,3,0.8
13,0.07,0.03,1249.0,13,0b35b06a2277,0.1,3,0.8
0,0.07,0.03,1.0,0,aee050590a50,0.1,3,0.8
1,0.07,0.03,1.0,1,aee050590a50,0.1,3,0.8
2,0.07,0.03,1.0,2,aee050590a50,0.1,3,0.8
3,0.07,0.03,1.0,3,aee050590a50,0.1,3,0.8
4,0.07,0.03,1.0,4,aee050590a50,0.1,3,0.8
5,0.07,0.03,1.0,5,aee050590a50,0.1,3,0.8
6,0.07,0.03,1.0,6,aee050590a50,0.1,3,0.8
7,0.07,0.03,1.0,7,aee050590a50,0.1,3,0.8
8,0.07,0.03,1.0,8,aee050590a50,0.1,3,0.8
9,0.07,0.03,1.0,9,aee050590a50,0.1,3,0.8
10,0.07,0.03,1.0,10,aee050590a50,0.1,3,0.8
11,0.07,0.03,1.0,11,aee050590a50,0.1,3,0.8
12,0.07,0.03,1.0,12,aee050590a50,0.1,3,0.8
13,0.07,0.03,1.0,13,aee050590a50,0.1,3,0.8
0,0.07,0.03,5.0,0,6f0adb33aa49,0.1,3,0.8
1,0.07,0.03,14.0,1,6f0adb33aa49,0.1,3,0.8
2,0.07,0.03,35.0,2,6f0adb33aa49,0.1,3,0.8
3,0.07,0.03,91.0,3,6f0adb33aa49,0.1,3,0.8
4,0.07,0.03,235.0,4,6f0adb33aa49,0.1,3,0.8
5,0.07,0.03,450.0,5,6f0adb33aa49,0.1,3,0.8
6,0.07,0.03,611.0,6,6f0adb33aa49,0.1,3,0.8
7,0.07,0.03,758.0,7,6f0adb33aa49,0.1,3,0.8
8,0.07,0.03,846.0,8,6f0adb33aa49,0.1,3,0.8
9,0.07,0.03,1010.0,9,6f0adb33aa49,0.1,3,0.8
10,0.07,0.03,1099.0,10,6f0adb33aa49,0.1,3,0.8
11,0.07,0.03,1145.0,11,6f0adb33aa49,0.1,3,0.8
12,0.07,0.03,1269.0,12,6f0adb33aa49,0.1,3,0.8
13,0.07,0.03,1363.0,13,6f0adb33aa49,0.1,3,0.8
0,0.07,0.03,8.0,0,4332cd76590d,0.1,3,0.8
1,0.07,0.03,32.0,1,4332cd76590d,0.1,3,0.8
2,0.07,0.03,60.0,2,4332cd76590d,0.1,3,0.8
3,0.07,0.03,177.0,3,4332cd76590d,0.1,3,0.8
4,0.07,0.03,387.0,4,4332cd76590d,0.1,3,0.8
5,0.07,0.03,591.0,5,4332cd76590d,0.1,3,0.8
6,0.07,0.03,802.0,6,4332cd76590d,0.1,3,0.8
7,0.07,0.03,915.0,7,4332cd76590d,0.1,3,0.8
8,0.07,0.03,971.0,8,4332cd76590d,0.1,3,0.8
9,0.07,0.03,1115.0,9,4332cd76590d,0.1,3,0.8
10,0.07,0.03,1185.0,10,4332cd76590d,0.1,3,0.8
11,0.07,0.03,1219.0,11,4332cd76590d,0.1,3,0.8
12,0.07,0.03,1315.0,12,4332cd76590d,0.1,3,0.8
13,0.07,0.03,1398.0,13,4332cd76590d,0.1,3,0.8
0,0.07,0.03,2.0,0,a08a6e69c486,0.1,3,0.8
1,0.07,0.03,3.0,1,a08a6e69c486,0.1,3,0.8
2,0.07,0.03,6.0,2,a08a6e69c486,0.1,3,0.8
3,0.07,0.03,16.0,3,a08a6e69c486,0.1,3,0.8
4,0.07,0.03,35.0,4,a08a6e69c486,0.1,3,0.8
5,0.07,0.03,72.0,5,a08a6e69c486,0.1,3,0.8
6,0.07,0.03,129.0,6,a08a6e69c486,0.1,3,0.8
7,0.07,0.03,209.0,7,a08a6e69c486,0.1,3,0.8
8,0.07,0.03,339.0,8,a08a6e69c486,0.1,3,0.8
9,0.07,0.03,568.0,9,a08a6e69c486,0.1,3,0.8
10,0.07,0.03,780.0,10,a08a6e69c486,0.1,3,0.8
11,0.07,0.03,902.0,11,a08a6e69c486,0.1,3,0.8
12,0.07,0.03,1062.0,12,a08a6e69c486,0.1,3,0.8
13,0.07,0.03,1197.0,13,a08a6e69c486,0.1,3,0.8
0,0.07,0.03,1.0,0,2869acd96e48,0.1,3,0.8
1,0.07,0.03,1.0,1,2869acd96e48,0.1,3,0.8
2,0.07,0.03,1.0,2,2869acd96e48,0.1,3,0.8
3,0.07,0.03,1.0,3,2869acd96e48,0.1,3,0.8
4,0.07,0.03,1.0,4,2869acd96e48,0.1,3,0.8
5,0.07,0.03,1.0,5,2869acd96e48,0.1,3,0.8
6,0.07,0.03,1.0,6,2869acd96e48,0.1,3,0.8
7,0.07,0.03,1.0,7,2869acd96e48,0.1,3,0.8
8,0.07,0.03,1.0,8,2869acd96e48,0.1,3,0.8
9,0.07,0.03,1.0,9,2869acd96e48,0.1,3,0.8
10,0.07,0.03,1.0,10,2869acd96e48,0.1,3,0.8
11,0.07,0.03,1.0,11,2869acd96e48,0.1,3,0.8
12,0.07,0.03,1.0,12,2869acd96e48,0.1,3,0.8
13,0.07,0.03,1.0,13,2869acd96e48,0.1,3,0.8
0,0.07,0.03,1.0,0,c40b15ca508f,0.1,3,0.8
1,0.07,0.03,2.0,1,c40b15ca508f,0.1,3,0.8
