,node_lat,node_long,neigh_lat,neigh_long
579,13.731164167,0.0,11.107227225,0.0
580,13.731164167,0.0,70.32919481,0.0
581,13.731164167,0.0,8.892842635,0.0
582,13.731164167,0.0,13.352047978,0.0
583,13.731164167,0.0,35.296213123,0.0
584,13.731164167,0.0,13.463816358,0.0
585,13.731164167,0.0,8.149810633,0.0
586,13.731164167,0.0,32.512744515,0.0
587,13.731164167,0.0,56.533506932,0.0
588,13.731164167,0.0,5.48985448,0.0
589,13.731164167,0.0,1.263600825,0.0
590,8.372930307,0.0,70.790128306,0.0
591,8.372930307,0.0,13.731164167,0.0
592,8.372930307,0.0,5.695326751,0.0
593,8.372930307,0.0,6.856312521,0.0
594,8.372930307,0.0,8.375770465,0.0
595,8.372930307,0.0,10.272132303,0.0
596,8.372930307,0.0,26.945092667,0.0
597,8.372930307,0.0,82.132467318,0.0
598,8.372930307,0.0,16.222318711,0.0
599,8.372930307,0.0,13.671251512,0.0
600,8.372930307,0.0,2.643690724,0.0
601,8.372930307,0.0,6.832421315,0.0
602,8.372930307,0.0,21.722429847,0.0
603,8.372930307,0.0,4.440663079,0.0
604,8.372930307,0.0,11.769430661,0.0
605,8.372930307,0.0,37.446974395,0.0
606,5.695326751,0.0,70.790128306,0.0
607,5.695326751,0.0,13.627932806,0.0
608,5.695326751,0.0,16.845346518,0.0
609,5.695326751,0.0,0.04929124894,0.0
610,5.695326751,0.0,6.856312521,0.0
611,5.695326751,0.0,7.758575688,0.0
612,5.695326751,0.0,12.121050526,0.0
613,5.695326751,0.0,82.132467318,0.0
614,5.695326751,0.0,31.940000062,0.0
615,5.695326751,0.0,7.975307176,0.0
616,5.695326751,0.0,7.765033988,0.0
617,5.695326751,0.0,11.802286831,0.0
618,5.695326751,0.0,166.229730993,0.0
619,5.695326751,0.0,17.167266676,0.0
620,5.695326751,0.0,69.232611588,0.0
621,5.695326751,0.0,70.032203183,0.0
622,5.695326751,0.0,10.566632909,0.0
623,6.856312521,0.0,70.790128306,0.0
624,6.856312521,0.0,22.254282903,0.0
625,6.856312521,0.0,25.210371297,0.0
626,6.856312521,0.0,13.731164167,0.0
627,6.856312521,0.0,5.695326751,0.0
628,6.856312521,0.0,82.132467318,0.0
629,6.856312521,0.0,31.940000062,0.0
